Match,Team 1,Team 2,Winner,Margin,Ground,Match Date,Match id
Afghanistan vs Ireland,Afghanistan,Ireland,Ireland,51 runs,Sharjah,"Dec 7, 2017",ODI # 3937
Hong Kong vs P.N.G.,Hong Kong,P.N.G.,Hong Kong,93 runs,ICCA Dubai,"Dec 8, 2017",ODI # 3938
India vs Sri Lanka,India,Sri Lanka,Sri Lanka,7 wickets,Dharamsala,"Dec 10, 2017",ODI # 3939
Afghanistan vs Ireland,Afghanistan,Ireland,Ireland,5 wickets,Sharjah,"Dec 10, 2017",ODI # 3940
India vs Sri Lanka,India,Sri Lanka,India,141 runs,Mohali,"Dec 13, 2017",ODI # 3941
India vs Sri Lanka,India,Sri Lanka,India,8 wickets,Visakhapatnam,"Dec 17, 2017",ODI # 3942
New Zealand vs West Indies,New Zealand,West Indies,New Zealand,5 wickets,Whangarei,"Dec 20, 2017",ODI # 3943
New Zealand vs West Indies,New Zealand,West Indies,New Zealand,204 runs,Christchurch,"Dec 23, 2017",ODI # 3944
New Zealand vs West Indies,New Zealand,West Indies,New Zealand,66 runs,Christchurch,"Dec 26, 2017",ODI # 3945
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,61 runs,Wellington,"Jan 6, 2018",ODI # 3946
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,8 wickets,Nelson,"Jan 9, 2018",ODI # 3947
U.A.E. vs Ireland,U.A.E.,Ireland,Ireland,4 wickets,ICCA Dubai,"Jan 11, 2018",ODI # 3948
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,183 runs,Dunedin,"Jan 13, 2018",ODI # 3949
U.A.E. vs Ireland,U.A.E.,Ireland,Ireland,67 runs,ICCA Dubai,"Jan 13, 2018",ODI # 3950
Australia vs England,Australia,England,England,5 wickets,Melbourne,"Jan 14, 2018",ODI # 3951
Bangladesh vs Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,8 wickets,Mirpur,"Jan 15, 2018",ODI # 3952
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,5 wickets,Hamilton,"Jan 16, 2018",ODI # 3953
Ireland vs Scotland,Ireland,Scotland,Ireland,6 wickets,ICCA Dubai,"Jan 16, 2018",ODI # 3954
Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,Zimbabwe,12 runs,Mirpur,"Jan 17, 2018",ODI # 3955
Ireland vs Scotland,Ireland,Scotland,Ireland,24 runs,ICCA Dubai,"Jan 18, 2018",ODI # 3956
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,15 runs,Wellington,"Jan 19, 2018",ODI # 3957
Australia vs England,Australia,England,England,4 wickets,Brisbane,"Jan 19, 2018",ODI # 3958
Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,163 runs,Mirpur,"Jan 19, 2018",ODI # 3959
Australia vs England,Australia,England,England,16 runs,Sydney,"Jan 21, 2018",ODI # 3960
U.A.E. vs Scotland,U.A.E.,Scotland,Scotland,31 runs,ICCA Dubai,"Jan 21, 2018",ODI # 3961
Sri Lanka vs Zimbabwe,Sri Lanka,Zimbabwe,Sri Lanka,5 wickets,Mirpur,"Jan 21, 2018",ODI # 3962
U.A.E. vs Scotland,U.A.E.,Scotland,U.A.E.,4 wickets,ICCA Dubai,"Jan 23, 2018",ODI # 3963
Bangladesh vs Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,91 runs,Mirpur,"Jan 23, 2018",ODI # 3964
Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,Sri Lanka,10 wickets,Mirpur,"Jan 25, 2018",ODI # 3965
Australia vs England,Australia,England,Australia,3 wickets,Adelaide,"Jan 26, 2018",ODI # 3966
Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,Sri Lanka,79 runs,Mirpur,"Jan 27, 2018",ODI # 3967
Australia vs England,Australia,England,England,12 runs,Perth,"Jan 28, 2018",ODI # 3968
South Africa vs India,South Africa,India,India,6 wickets,Durban,"Feb 1, 2018",ODI # 3969
South Africa vs India,South Africa,India,India,9 wickets,Centurion,"Feb 4, 2018",ODI # 3970
South Africa vs India,South Africa,India,India,124 runs,Cape Town,"Feb 7, 2018",ODI # 3971
Afghanistan vs Zimbabwe,Afghanistan,Zimbabwe,Afghanistan,154 runs,Sharjah,"Feb 9, 2018",ODI # 3972
South Africa vs India,South Africa,India,South Africa,5 wickets,Johannesburg,"Feb 10, 2018",ODI # 3973
Afghanistan vs Zimbabwe,Afghanistan,Zimbabwe,Zimbabwe,154 runs,Sharjah,"Feb 11, 2018",ODI # 3974
Afghanistan vs Zimbabwe,Afghanistan,Zimbabwe,Afghanistan,6 wickets,Sharjah,"Feb 13, 2018",ODI # 3975
South Africa vs India,South Africa,India,India,73 runs,Gqeberha,"Feb 13, 2018",ODI # 3976
Afghanistan vs Zimbabwe,Afghanistan,Zimbabwe,Afghanistan,10 wickets,Sharjah,"Feb 16, 2018",ODI # 3977
South Africa vs India,South Africa,India,India,8 wickets,Centurion,"Feb 16, 2018",ODI # 3978
Afghanistan vs Zimbabwe,Afghanistan,Zimbabwe,Afghanistan,146 runs,Sharjah,"Feb 19, 2018",ODI # 3979
New Zealand vs England,New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 25, 2018",ODI # 3980
New Zealand vs England,New Zealand,England,England,6 wickets,Mount Maunganui,"Feb 28, 2018",ODI # 3981
New Zealand vs England,New Zealand,England,England,4 runs,Wellington,"Mar 3, 2018",ODI # 3982
Afghanistan vs Scotland,Afghanistan,Scotland,Scotland,7 wickets,Bulawayo,"Mar 4, 2018",ODI # 3983
P.N.G. vs U.A.E.,P.N.G.,U.A.E.,U.A.E.,56 runs,Harare,"Mar 4, 2018",ODI # 3984
Hong Kong vs Scotland,Hong Kong,Scotland,Scotland,4 wickets,Bulawayo,"Mar 6, 2018",ODI # 3985
Ireland vs P.N.G.,Ireland,P.N.G.,Ireland,4 wickets,Harare,"Mar 6, 2018",ODI # 3986
U.A.E. vs West Indies,U.A.E.,West Indies,West Indies,60 runs,Harare,"Mar 6, 2018",ODI # 3987
Zimbabwe vs Afghanistan,Zimbabwe,Afghanistan,Zimbabwe,2 runs,Bulawayo,"Mar 6, 2018",ODI # 3988
New Zealand vs England,New Zealand,England,New Zealand,5 wickets,Dunedin,"Mar 7, 2018",ODI # 3989
Afghanistan vs Hong Kong,Afghanistan,Hong Kong,Hong Kong,30 runs,Bulawayo,"Mar 8, 2018",ODI # 3990
P.N.G. vs West Indies,P.N.G.,West Indies,West Indies,6 wickets,Harare,"Mar 8, 2018",ODI # 3991
New Zealand vs England,New Zealand,England,England,7 wickets,Christchurch,"Mar 10, 2018",ODI # 3992
Ireland vs West Indies,Ireland,West Indies,West Indies,52 runs,Harare,"Mar 10, 2018",ODI # 3993
Zimbabwe vs Hong Kong,Zimbabwe,Hong Kong,Zimbabwe,89 runs,Bulawayo,"Mar 10, 2018",ODI # 3994
Ireland vs U.A.E.,Ireland,U.A.E.,Ireland,226 runs,Harare,"Mar 12, 2018",ODI # 3995
Zimbabwe vs Scotland,Zimbabwe,Scotland,tied,,Bulawayo,"Mar 12, 2018",ODI # 3996
Afghanistan vs West Indies,Afghanistan,West Indies,Afghanistan,3 wickets,Harare,"Mar 15, 2018",ODI # 3997
Scotland vs U.A.E.,Scotland,U.A.E.,Scotland,73 runs,Bulawayo,"Mar 15, 2018",ODI # 3998
Zimbabwe vs Ireland,Zimbabwe,Ireland,Zimbabwe,107 runs,Harare,"Mar 16, 2018",ODI # 3999
Hong Kong vs P.N.G.,Hong Kong,P.N.G.,P.N.G.,58 runs,Harare,"Mar 17, 2018",ODI # 4000
Ireland vs Scotland,Ireland,Scotland,Ireland,25 runs,Harare,"Mar 18, 2018",ODI # 4001
Zimbabwe vs West Indies,Zimbabwe,West Indies,West Indies,4 wickets,Harare,"Mar 19, 2018",ODI # 4002
Afghanistan vs U.A.E.,Afghanistan,U.A.E.,Afghanistan,5 wickets,Harare,"Mar 20, 2018",ODI # 4003
Scotland vs West Indies,Scotland,West Indies,West Indies,5 runs,Harare,"Mar 21, 2018",ODI # 4004
Zimbabwe vs U.A.E.,Zimbabwe,U.A.E.,U.A.E.,3 runs,Harare,"Mar 22, 2018",ODI # 4005
Afghanistan vs Ireland,Afghanistan,Ireland,Afghanistan,5 wickets,Harare,"Mar 23, 2018",ODI # 4006
Afghanistan vs West Indies,Afghanistan,West Indies,Afghanistan,7 wickets,Harare,"Mar 25, 2018",ODI # 4007
Scotland vs England,Scotland,England,Scotland,6 runs,Edinburgh,"Jun 10, 2018",ODI # 4008
England vs Australia,England,Australia,England,3 wickets,The Oval,"Jun 13, 2018",ODI # 4009
England vs Australia,England,Australia,England,38 runs,Cardiff,"Jun 16, 2018",ODI # 4010
England vs Australia,England,Australia,England,242 runs,Nottingham,"Jun 19, 2018",ODI # 4011
England vs Australia,England,Australia,England,6 wickets,Chester-le-Street,"Jun 21, 2018",ODI # 4012
England vs Australia,England,Australia,England,1 wicket,Manchester,"Jun 24, 2018",ODI # 4013
England vs India,England,India,India,8 wickets,Nottingham,"Jul 12, 2018",ODI # 4014
Zimbabwe vs Pakistan,Zimbabwe,Pakistan,Pakistan,201 runs,Bulawayo,"Jul 13, 2018",ODI # 4015
England vs India,England,India,England,86 runs,Lord's,"Jul 14, 2018",ODI # 4016
Zimbabwe vs Pakistan,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 16, 2018",ODI # 4017
England vs India,England,India,England,8 wickets,Leeds,"Jul 17, 2018",ODI # 4018
Zimbabwe vs Pakistan,Zimbabwe,Pakistan,Pakistan,9 wickets,Bulawayo,"Jul 18, 2018",ODI # 4019
Zimbabwe vs Pakistan,Zimbabwe,Pakistan,Pakistan,244 runs,Bulawayo,"Jul 20, 2018",ODI # 4020
Zimbabwe vs Pakistan,Zimbabwe,Pakistan,Pakistan,131 runs,Bulawayo,"Jul 22, 2018",ODI # 4021
West Indies vs Bangladesh,West Indies,Bangladesh,Bangladesh,48 runs,Providence,"Jul 22, 2018",ODI # 4022
West Indies vs Bangladesh,West Indies,Bangladesh,West Indies,3 runs,Providence,"Jul 25, 2018",ODI # 4023
West Indies vs Bangladesh,West Indies,Bangladesh,Bangladesh,18 runs,Basseterre,"Jul 28, 2018",ODI # 4024
Sri Lanka vs South Africa,Sri Lanka,South Africa,South Africa,5 wickets,Dambulla,"Jul 29, 2018",ODI # 4025
Netherlands vs Nepal,Netherlands,Nepal,Netherlands,55 runs,Amstelveen,"Aug 1, 2018",ODI # 4026
Sri Lanka vs South Africa,Sri Lanka,South Africa,South Africa,4 wickets,Dambulla,"Aug 1, 2018",ODI # 4027
Netherlands vs Nepal,Netherlands,Nepal,Nepal,1 run,Amstelveen,"Aug 3, 2018",ODI # 4028
Sri Lanka vs South Africa,Sri Lanka,South Africa,South Africa,78 runs,Pallekele,"Aug 5, 2018",ODI # 4029
Sri Lanka vs South Africa,Sri Lanka,South Africa,Sri Lanka,3 runs,Pallekele,"Aug 8, 2018",ODI # 4030
Sri Lanka vs South Africa,Sri Lanka,South Africa,Sri Lanka,178 runs,Colombo (RPS),"Aug 12, 2018",ODI # 4031
Ireland vs Afghanistan,Ireland,Afghanistan,Afghanistan,29 runs,Belfast,"Aug 27, 2018",ODI # 4032
Ireland vs Afghanistan,Ireland,Afghanistan,Ireland,3 wickets,Belfast,"Aug 29, 2018",ODI # 4033
Nepal vs U.A.E.,Nepal,U.A.E.,U.A.E.,78 runs,Kuala Lumpur,"Aug 30, 2018",ODI # 4034
Ireland vs Afghanistan,Ireland,Afghanistan,Afghanistan,8 wickets,Belfast,"Aug 31, 2018",ODI # 4035
Bangladesh vs Sri Lanka,Bangladesh,Sri Lanka,Bangladesh,137 runs,Dubai (DSC),"Sep 15, 2018",ODI # 4036
Hong Kong vs Pakistan,Hong Kong,Pakistan,Pakistan,8 wickets,Dubai (DSC),"Sep 16, 2018",ODI # 4037
Afghanistan vs Sri Lanka,Afghanistan,Sri Lanka,Afghanistan,91 runs,Abu Dhabi,"Sep 17, 2018",ODI # 4038
Hong Kong vs India,Hong Kong,India,India,26 runs,Dubai (DSC),"Sep 18, 2018",ODI # 4039
India vs Pakistan,India,Pakistan,India,8 wickets,Dubai (DSC),"Sep 19, 2018",ODI # 4040
Afghanistan vs Bangladesh,Afghanistan,Bangladesh,Afghanistan,136 runs,Abu Dhabi,"Sep 20, 2018",ODI # 4041
Bangladesh vs India,Bangladesh,India,India,7 wickets,Dubai (DSC),"Sep 21, 2018",ODI # 4042
Afghanistan vs Pakistan,Afghanistan,Pakistan,Pakistan,3 wickets,Abu Dhabi,"Sep 21, 2018",ODI # 4043
India vs Pakistan,India,Pakistan,India,9 wickets,Dubai (DSC),"Sep 23, 2018",ODI # 4044
Afghanistan vs Bangladesh,Afghanistan,Bangladesh,Bangladesh,3 runs,Abu Dhabi,"Sep 23, 2018",ODI # 4045
Afghanistan vs India,Afghanistan,India,tied,,Dubai (DSC),"Sep 25, 2018",ODI # 4046
Bangladesh vs Pakistan,Bangladesh,Pakistan,Bangladesh,37 runs,Abu Dhabi,"Sep 26, 2018",ODI # 4047
Bangladesh vs India,Bangladesh,India,India,3 wickets,Dubai (DSC),"Sep 28, 2018",ODI # 4048
South Africa vs Zimbabwe,South Africa,Zimbabwe,South Africa,5 wickets,Kimberley,"Sep 30, 2018",ODI # 4049
South Africa vs Zimbabwe,South Africa,Zimbabwe,South Africa,120 runs,Bloemfontein,"Oct 3, 2018",ODI # 4050
South Africa vs Zimbabwe,South Africa,Zimbabwe,South Africa,4 wickets,Paarl,"Oct 6, 2018",ODI # 4051
Sri Lanka vs England,Sri Lanka,England,England,31 runs,Dambulla,"Oct 13, 2018",ODI # 4053
Sri Lanka vs England,Sri Lanka,England,England,7 wickets,Pallekele,"Oct 17, 2018",ODI # 4054
Sri Lanka vs England,Sri Lanka,England,England,18 runs,Pallekele,"Oct 20, 2018",ODI # 4055
India vs West Indies,India,West Indies,India,8 wickets,Guwahati,"Oct 21, 2018",ODI # 4056
Bangladesh vs Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,28 runs,Mirpur,"Oct 21, 2018",ODI # 4057
Sri Lanka vs England,Sri Lanka,England,Sri Lanka,219 runs,Colombo (RPS),"Oct 23, 2018",ODI # 4058
India vs West Indies,India,West Indies,tied,,Visakhapatnam,"Oct 24, 2018",ODI # 4059
Bangladesh vs Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 24, 2018",ODI # 4060
Bangladesh vs Zimbabwe,Bangladesh,Zimbabwe,Bangladesh,7 wickets,Chattogram,"Oct 26, 2018",ODI # 4061
India vs West Indies,India,West Indies,West Indies,43 runs,Pune,"Oct 27, 2018",ODI # 4062
India vs West Indies,India,West Indies,India,224 runs,Brabourne,"Oct 29, 2018",ODI # 4063
India vs West Indies,India,West Indies,India,9 wickets,Thiruvananthapuram,"Nov 1, 2018",ODI # 4064
Australia vs South Africa,Australia,South Africa,South Africa,6 wickets,Perth,"Nov 4, 2018",ODI # 4065
New Zealand vs Pakistan,New Zealand,Pakistan,New Zealand,47 runs,Abu Dhabi,"Nov 7, 2018",ODI # 4066
Australia vs South Africa,Australia,South Africa,Australia,7 runs,Adelaide,"Nov 9, 2018",ODI # 4067
New Zealand vs Pakistan,New Zealand,Pakistan,Pakistan,6 wickets,Abu Dhabi,"Nov 9, 2018",ODI # 4068
Australia vs South Africa,Australia,South Africa,South Africa,40 runs,Hobart,"Nov 11, 2018",ODI # 4069
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,5 wickets,Mirpur,"Dec 9, 2018",ODI # 4071
Bangladesh vs West Indies,Bangladesh,West Indies,West Indies,4 wickets,Mirpur,"Dec 11, 2018",ODI # 4072
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,8 wickets,Sylhet,"Dec 14, 2018",ODI # 4073
New Zealand vs Sri Lanka,New Zealand,Sri Lanka,New Zealand,45 runs,Mount Maunganui,"Jan 3, 2019",ODI # 4074
New Zealand vs Sri Lanka,New Zealand,Sri Lanka,New Zealand,21 runs,Mount Maunganui,"Jan 5, 2019",ODI # 4075
New Zealand vs Sri Lanka,New Zealand,Sri Lanka,New Zealand,115 runs,Nelson,"Jan 8, 2019",ODI # 4076
Australia vs India,Australia,India,Australia,34 runs,Sydney,"Jan 12, 2019",ODI # 4077
Australia vs India,Australia,India,India,6 wickets,Adelaide,"Jan 15, 2019",ODI # 4078
Australia vs India,Australia,India,India,7 wickets,Melbourne,"Jan 18, 2019",ODI # 4079
South Africa vs Pakistan,South Africa,Pakistan,Pakistan,5 wickets,Gqeberha,"Jan 19, 2019",ODI # 4080
South Africa vs Pakistan,South Africa,Pakistan,South Africa,5 wickets,Durban,"Jan 22, 2019",ODI # 4081
New Zealand vs India,New Zealand,India,India,8 wickets,Napier,"Jan 23, 2019",ODI # 4082
U.A.E. vs Nepal,U.A.E.,Nepal,U.A.E.,3 wickets,ICCA Dubai,"Jan 25, 2019",ODI # 4083
South Africa vs Pakistan,South Africa,Pakistan,South Africa,13 runs,Centurion,"Jan 25, 2019",ODI # 4084
New Zealand vs India,New Zealand,India,India,90 runs,Mount Maunganui,"Jan 26, 2019",ODI # 4085
U.A.E. vs Nepal,U.A.E.,Nepal,Nepal,145 runs,ICCA Dubai,"Jan 26, 2019",ODI # 4086
South Africa vs Pakistan,South Africa,Pakistan,Pakistan,8 wickets,Johannesburg,"Jan 27, 2019",ODI # 4087
New Zealand vs India,New Zealand,India,India,7 wickets,Mount Maunganui,"Jan 28, 2019",ODI # 4088
U.A.E. vs Nepal,U.A.E.,Nepal,Nepal,4 wickets,ICCA Dubai,"Jan 28, 2019",ODI # 4089
South Africa vs Pakistan,South Africa,Pakistan,South Africa,7 wickets,Cape Town,"Jan 30, 2019",ODI # 4090
New Zealand vs India,New Zealand,India,New Zealand,8 wickets,Hamilton,"Jan 31, 2019",ODI # 4091
New Zealand vs India,New Zealand,India,India,35 runs,Wellington,"Feb 3, 2019",ODI # 4092
New Zealand vs Bangladesh,New Zealand,Bangladesh,New Zealand,8 wickets,Napier,"Feb 13, 2019",ODI # 4093
New Zealand vs Bangladesh,New Zealand,Bangladesh,New Zealand,8 wickets,Christchurch,"Feb 16, 2019",ODI # 4094
New Zealand vs Bangladesh,New Zealand,Bangladesh,New Zealand,88 runs,Dunedin,"Feb 20, 2019",ODI # 4095
West Indies vs England,West Indies,England,England,6 wickets,Bridgetown,"Feb 20, 2019",ODI # 4096
West Indies vs England,West Indies,England,West Indies,26 runs,Bridgetown,"Feb 22, 2019",ODI # 4097
West Indies vs England,West Indies,England,England,29 runs,St George's,"Feb 27, 2019",ODI # 4099
Afghanistan vs Ireland,Afghanistan,Ireland,Afghanistan,5 wickets,Dehradun,"Feb 28, 2019",ODI # 4100
India vs Australia,India,Australia,India,6 wickets,Hyderabad,"Mar 2, 2019",ODI # 4102
West Indies vs England,West Indies,England,West Indies,7 wickets,Gros Islet,"Mar 2, 2019",ODI # 4103
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,8 wickets,Johannesburg,"Mar 3, 2019",ODI # 4104
Afghanistan vs Ireland,Afghanistan,Ireland,Ireland,4 wickets,Dehradun,"Mar 5, 2019",ODI # 4105
India vs Australia,India,Australia,India,8 runs,Nagpur,"Mar 5, 2019",ODI # 4106
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,113 runs,Centurion,"Mar 6, 2019",ODI # 4107
Afghanistan vs Ireland,Afghanistan,Ireland,Afghanistan,109 runs,Dehradun,"Mar 8, 2019",ODI # 4108
India vs Australia,India,Australia,Australia,32 runs,Ranchi,"Mar 8, 2019",ODI # 4109
Afghanistan vs Ireland,Afghanistan,Ireland,Ireland,5 wickets,Dehradun,"Mar 10, 2019",ODI # 4110
India vs Australia,India,Australia,Australia,4 wickets,Mohali,"Mar 10, 2019",ODI # 4111
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,71 runs,Durban,"Mar 10, 2019",ODI # 4112
India vs Australia,India,Australia,Australia,35 runs,Delhi,"Mar 13, 2019",ODI # 4113
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,6 wickets,Gqeberha,"Mar 13, 2019",ODI # 4114
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,41 runs,Cape Town,"Mar 16, 2019",ODI # 4115
Australia vs Pakistan,Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 22, 2019",ODI # 4116
Australia vs Pakistan,Australia,Pakistan,Australia,8 wickets,Sharjah,"Mar 24, 2019",ODI # 4117
Australia vs Pakistan,Australia,Pakistan,Australia,80 runs,Abu Dhabi,"Mar 27, 2019",ODI # 4118
Australia vs Pakistan,Australia,Pakistan,Australia,6 runs,Dubai (DSC),"Mar 29, 2019",ODI # 4119
Australia vs Pakistan,Australia,Pakistan,Australia,20 runs,Dubai (DSC),"Mar 31, 2019",ODI # 4120
Zimbabwe vs U.A.E.,Zimbabwe,U.A.E.,Zimbabwe,7 wickets,Harare,"Apr 10, 2019",ODI # 4121
Zimbabwe vs U.A.E.,Zimbabwe,U.A.E.,Zimbabwe,4 runs,Harare,"Apr 12, 2019",ODI # 4122
Zimbabwe vs U.A.E.,Zimbabwe,U.A.E.,Zimbabwe,131 runs,Harare,"Apr 14, 2019",ODI # 4123
Zimbabwe vs U.A.E.,Zimbabwe,U.A.E.,Zimbabwe,3 wickets,Harare,"Apr 16, 2019",ODI # 4124
Namibia vs Oman,Namibia,Oman,Namibia,145 runs,Windhoek,"Apr 27, 2019",ODI # 4125
P.N.G. vs U.S.A.,P.N.G.,U.S.A.,P.N.G.,5 wickets,Windhoek,"Apr 27, 2019",ODI # 4126
Ireland vs England,Ireland,England,England,4 wickets,Dublin (Malahide),"May 3, 2019",ODI # 4127
Ireland vs West Indies,Ireland,West Indies,West Indies,196 runs,Dublin,"May 5, 2019",ODI # 4128
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,8 wickets,Dublin,"May 7, 2019",ODI # 4129
Scotland vs Afghanistan,Scotland,Afghanistan,Afghanistan,2 runs,Edinburgh,"May 10, 2019",ODI # 4131
Ireland vs West Indies,Ireland,West Indies,West Indies,5 wickets,Dublin (Malahide),"May 11, 2019",ODI # 4132
England vs Pakistan,England,Pakistan,England,12 runs,Southampton,"May 11, 2019",ODI # 4133
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 13, 2019",ODI # 4134
England vs Pakistan,England,Pakistan,England,6 wickets,Bristol,"May 14, 2019",ODI # 4135
Ireland vs Bangladesh,Ireland,Bangladesh,Bangladesh,6 wickets,Dublin,"May 15, 2019",ODI # 4136
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,5 wickets,Dublin (Malahide),"May 17, 2019",ODI # 4137
England vs Pakistan,England,Pakistan,England,3 wickets,Nottingham,"May 17, 2019",ODI # 4138
Ireland vs Afghanistan,Ireland,Afghanistan,Ireland,72 runs,Belfast,"May 19, 2019",ODI # 4139
England vs Pakistan,England,Pakistan,England,54 runs,Leeds,"May 19, 2019",ODI # 4140
Ireland vs Afghanistan,Ireland,Afghanistan,Afghanistan,126 runs,Belfast,"May 21, 2019",ODI # 4141
Scotland vs Sri Lanka,Scotland,Sri Lanka,Sri Lanka,35 runs,Edinburgh,"May 21, 2019",ODI # 4142
England vs South Africa,England,South Africa,England,104 runs,The Oval,"May 30, 2019",ODI # 4143
Pakistan vs West Indies,Pakistan,West Indies,West Indies,7 wickets,Nottingham,"May 31, 2019",ODI # 4144
New Zealand vs Sri Lanka,New Zealand,Sri Lanka,New Zealand,10 wickets,Cardiff,"Jun 1, 2019",ODI # 4145
Afghanistan vs Australia,Afghanistan,Australia,Australia,7 wickets,Bristol,"Jun 1, 2019",ODI # 4146
Bangladesh vs South Africa,Bangladesh,South Africa,Bangladesh,21 runs,The Oval,"Jun 2, 2019",ODI # 4147
England vs Pakistan,England,Pakistan,Pakistan,14 runs,Nottingham,"Jun 3, 2019",ODI # 4148
Afghanistan vs Sri Lanka,Afghanistan,Sri Lanka,Sri Lanka,34 runs,Cardiff,"Jun 4, 2019",ODI # 4149
India vs South Africa,India,South Africa,India,6 wickets,Southampton,"Jun 5, 2019",ODI # 4150
Bangladesh vs New Zealand,Bangladesh,New Zealand,New Zealand,2 wickets,The Oval,"Jun 5, 2019",ODI # 4151
Australia vs West Indies,Australia,West Indies,Australia,15 runs,Nottingham,"Jun 6, 2019",ODI # 4152
England vs Bangladesh,England,Bangladesh,England,106 runs,Cardiff,"Jun 8, 2019",ODI # 4153
Afghanistan vs New Zealand,Afghanistan,New Zealand,New Zealand,7 wickets,Taunton,"Jun 8, 2019",ODI # 4154
Australia vs India,Australia,India,India,36 runs,The Oval,"Jun 9, 2019",ODI # 4155
Australia vs Pakistan,Australia,Pakistan,Australia,41 runs,Taunton,"Jun 12, 2019",ODI # 4157
England vs West Indies,England,West Indies,England,8 wickets,Southampton,"Jun 14, 2019",ODI # 4158
Australia vs Sri Lanka,Australia,Sri Lanka,Australia,87 runs,The Oval,"Jun 15, 2019",ODI # 4159
Afghanistan vs South Africa,Afghanistan,South Africa,South Africa,9 wickets,Cardiff,"Jun 15, 2019",ODI # 4160
India vs Pakistan,India,Pakistan,India,89 runs,Manchester,"Jun 16, 2019",ODI # 4161
Bangladesh vs West Indies,Bangladesh,West Indies,Bangladesh,7 wickets,Taunton,"Jun 17, 2019",ODI # 4162
England vs Afghanistan,England,Afghanistan,England,150 runs,Manchester,"Jun 18, 2019",ODI # 4163
Netherlands vs Zimbabwe,Netherlands,Zimbabwe,Netherlands,7 wickets,Deventer,"Jun 19, 2019",ODI # 4164
New Zealand vs South Africa,New Zealand,South Africa,New Zealand,4 wickets,Birmingham,"Jun 19, 2019",ODI # 4165
Australia vs Bangladesh,Australia,Bangladesh,Australia,48 runs,Nottingham,"Jun 20, 2019",ODI # 4166
Netherlands vs Zimbabwe,Netherlands,Zimbabwe,Netherlands,3 wickets,Deventer,"Jun 21, 2019",ODI # 4167
England vs Sri Lanka,England,Sri Lanka,Sri Lanka,20 runs,Leeds,"Jun 21, 2019",ODI # 4168
Afghanistan vs India,Afghanistan,India,India,11 runs,Southampton,"Jun 22, 2019",ODI # 4169
New Zealand vs West Indies,New Zealand,West Indies,New Zealand,5 runs,Manchester,"Jun 22, 2019",ODI # 4170
Pakistan vs South Africa,Pakistan,South Africa,Pakistan,49 runs,Lord's,"Jun 23, 2019",ODI # 4171
Afghanistan vs Bangladesh,Afghanistan,Bangladesh,Bangladesh,62 runs,Southampton,"Jun 24, 2019",ODI # 4172
England vs Australia,England,Australia,Australia,64 runs,Lord's,"Jun 25, 2019",ODI # 4173
New Zealand vs Pakistan,New Zealand,Pakistan,Pakistan,6 wickets,Birmingham,"Jun 26, 2019",ODI # 4174
India vs West Indies,India,West Indies,India,125 runs,Manchester,"Jun 27, 2019",ODI # 4175
South Africa vs Sri Lanka,South Africa,Sri Lanka,South Africa,9 wickets,Chester-le-Street,"Jun 28, 2019",ODI # 4176
Afghanistan vs Pakistan,Afghanistan,Pakistan,Pakistan,3 wickets,Leeds,"Jun 29, 2019",ODI # 4177
Australia vs New Zealand,Australia,New Zealand,Australia,86 runs,Lord's,"Jun 29, 2019",ODI # 4178
England vs India,England,India,England,31 runs,Birmingham,"Jun 30, 2019",ODI # 4179
Sri Lanka vs West Indies,Sri Lanka,West Indies,Sri Lanka,23 runs,Chester-le-Street,"Jul 1, 2019",ODI # 4180
Ireland vs Zimbabwe,Ireland,Zimbabwe,Ireland,4 wickets,Bready,"Jul 1, 2019",ODI # 4181
Bangladesh vs India,Bangladesh,India,India,28 runs,Birmingham,"Jul 2, 2019",ODI # 4182
